ts_code,has_index_basic,name,fullname,market,publisher,index_type,category,base_date,base_point,list_date,weight_rule,desc,exp_date,created_at,updated_at
000053.SH,t,180基本,上证180基本面加权指数,SSE,中证指数有限公司,,策略指数,2002-06-28,3299.0600,2012-01-09,其他,上证50、上证180和上证380基本面加权指数，在不改变原指数样本的前提下，采用基本面价值加权计算，在一定程度上打破了样本市值与其权重之间的关联，避免传统市值指数中过多配置高估值上市公司证券的现象。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000054.SH,t,上证海外,上证海外上市A股指数,SSE,中证指数有限公司,,主题指数,2006-12-29,1000.0000,2010-01-04,其他,上证海外上市A股指数从上海证券交易所上市的A股中挑选同时在上海证券交易所以及大陆以外交易所上市的证券作为指数样本，以反映上海证券市场上含有海外上市股份的证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000055.SH,t,上证地企,上证地方国有企业50指数,SSE,中证指数有限公司,,主题指数,2009-06-30,1000.0000,2010-01-04,其他,上证地方国有企业50指数选取上海证券市场规模大、流动性好、具有代表性的50家地方国有企业上市公司证券作为指数样本，以反映沪市大型国有企业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000056.SH,t,上证国企,上证国有企业100指数,SSE,中证指数有限公司,,主题指数,2009-06-30,1000.0000,2010-01-04,其他,上证国有企业100指数选取沪市规模较大、盈利能力较强的100家国有企业上市公司证券作为指数样本，以反映沪市代表性国有企业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000057.SH,t,全指成长,上证全指成长指数,SSE,中证指数有限公司,,风格指数,2003-12-31,1000.0000,2010-01-04,其他,上证全指成长指数以上证全指为样本空间，从中选取成长因子评分最高的150只股票作为样本股。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000058.SH,t,全指价值,上证全指价值指数,SSE,中证指数有限公司,,风格指数,2003-12-31,1000.0000,2010-01-04,其他,上证全指价值指数以上证全指为样本空间，从中选取价值因子评分最高的150只股票作为样本股。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000059.SH,t,全R成长,上证全指相对成长指数,SSE,中证指数有限公司,,风格指数,2003-12-31,1000.0000,2010-01-04,其他,上证全指相对成长指数以上证全指数为样本空间，在加权方法中纳入风格因子。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000060.SH,t,全R价值,上证全指相对价值指数,SSE,中证指数有限公司,,风格指数,2003-12-31,1000.0000,2010-01-04,其他,上证全指相对价值指数以上证全指数为样本空间，在加权方法中纳入风格因子。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000062.SH,t,上证沪企,上证沪企指数,SSE,中证指数有限公司,,主题指数,2005-12-31,1000.0000,2010-01-04,其他,上证沪企指数选取在上海证券交所上市且注册地在上海的规模大、流动好、最具代表性的50家上市公司证券作为指数样本，以综合反映上海本地上市公司证券的市场走势。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000063.SH,t,上证周期,上证周期行业50指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2010-02-03,其他,上证周期行业50、非周期行业100指数分别从上证全指指数样本中选取规模大、流动性好、具有周期行业特征的50只上市公司证券以及具有非周期行业特征的100只上市公司证券作为指数样本，以反映上海证券市场中具有不同行业特征的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000064.SH,t,非周期,上证非周期行业100指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2010-02-03,其他,上证周期行业50、非周期行业100指数分别从上证全指指数样本中选取规模大、流动性好、具有周期行业特征的50只上市公司证券以及具有非周期行业特征的100只上市公司证券作为指数样本，以反映上海证券市场中具有不同行业特征的上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000065.SH,t,上证龙头,上证龙头企业指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2010-02-09,其他,上证龙头企业指数选取沪市各二级行业中规模大、市场占有率高的龙头公司证券作为指数样本，以反映沪市各行业龙头上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000066.SH,t,上证商品,上证大宗商品股票指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2010-04-30,其他,上证大宗商品股票指数选取在上海证券交易所上市的规模较大、流动性较好的大宗商品生产类上市公司证券作为指数样本，采用等权重加权方式，以反映沪市大宗商品类证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000067.SH,t,上证新兴,上证新兴产业指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2010-04-30,其他,上证新兴产业指数选取沪市中规模大、流动性好的50家新兴产业上市公司证券作为指数样本，以综合反映沪市新兴产业上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000068.SH,t,上证资源,上证自然资源指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2010-05-28,其他,上证自然资源指数选取沪市中规模大、流动性好的50只资源类上市公司证券作为指数样本，以反映沪市资源类上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000069.SH,t,消费80,上证消费80指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2010-05-28,其他,上证消费80指数选取沪市中规模大、流动性好的80只主要消费、可选消费和医药卫生行业上市公司证券作为指数样本，以反映沪市中消费类上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000070.SH,t,能源等权,上证能源行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2010-08-18,其他,上证能源行业分层等权重指数与上证能源行业指数选样方法相同，但在加权方式上，上证能源行业分层等权重指数中各二级行业权重与其自由流通市值权重相当，并对二级行业内股票采取等权重加权方式。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000071.SH,t,材料等权,上证原材料行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2010-08-18,其他,上证原材料行业分层等权重指数与上证原材料行业指数选样方法相同，但在加权方式上，上证原材料行业分层等权重指数中各二级行业权重与其自由流通市值权重相当，并对二级行业内股票采取等权重加权方式。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000072.SH,t,工业等权,上证工业行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2010-08-18,其他,上证工业行业分层等权重指数与上证工业行业指数选样方法相同，但在加权方式上，上证工业行业分层等权重指数中各二级行业权重与其自由流通市值权重相当，并对二级行业内股票采取等权重加权方式。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000073.SH,t,可选等权,上证可选消费行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2010-08-18,其他,上证可选消费行业分层等权重指数与上证可选消费行业指数选样方法相同，但在加权方式上，上证可选消费行业分层等权重指数中各二级行业权重与其自由流通市值权重相当，并对二级行业内股票采取等权重加权方式。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000074.SH,t,消费等权,上证主要消费行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2010-08-18,其他,上证主要消费行业分层等权重指数与上证主要消费行业指数选样方法相同，但在加权方式上，上证主要消费行业分层等权重指数中各二级行业权重与其自由流通市值权重相当，并对二级行业内股票采取等权重加权方式。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000075.SH,t,医药等权,上证医药卫生行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2010-08-18,其他,上证医药卫生行业分层等权重指数与上证医药卫生行业指数选样方法相同，但在加权方式上，上证医药卫生行业分层等权重指数中各二级行业权重与其自由流通市值权重相当，并对二级行业内股票采取等权重加权方式。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000076.SH,t,金融等权,上证金融行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2010-08-18,其他,上证金融地产行业分层等权重指数与上证金融地产行业指数选样方法相同，但在加权方式上，上证金融地产行业分层等权重指数中各二级行业权重与其自由流通市值权重相当，并对二级行业内股票采取等权重加权方式。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000077.SH,t,信息等权,上证信息技术行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2010-08-18,其他,上证信息技术行业分层等权重指数与上证信息技术行业指数选样方法相同，但在加权方式上，上证信息技术行业分层等权重指数中各二级行业权重与其自由流通市值权重相当，并对二级行业内股票采取等权重加权方式。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000078.SH,t,通信等权,上证通信服务行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2010-08-18,其他,上证电信业务行业分层等权重指数与上证电信业务行业指数选样方法相同，但在加权方式上，上证电信业务行业分层等权重指数中各二级行业权重与其自由流通市值权重相当，并对二级行业内股票采取等权重加权方式。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000079.SH,t,公用等权,上证公用事业行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2010-08-18,其他,上证公用事业行业分层等权重指数与上证公用事业行业指数选样方法相同，但在加权方式上，上证公用事业行业分层等权重指数中各二级行业权重与其自由流通市值权重相当，并对二级行业内股票采取等权重加权方式。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000090.SH,t,上证流通,上证流通指数,SSE,中证指数有限公司,,规模指数,2009-12-31,1000.0000,2010-12-02,其他,上证流通指数由在上海证券交易所上市的符合条件的股票与存托凭证组成样本，采用自由流通股本加权，反映上海市场自由流通股份的股价变化。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000091.SH,t,沪财中小,上证财富中小盘指数,SSE,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2011-04-06,其他,上证财富中小盘指数旨在沪市中小市值上市公司中，选取财富增长速度最快的200家上市公司证券作为指数样本，并且样本权重配置与其财富增长速度的大小相适应。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000092.SH,t,资源50,上证资源50指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2011-05-10,其他,上证资源50指数选取沪市中规模大、流动性好的50只资源类上市公司证券作为指数样本，以反映沪市中资源类上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000093.SH,t,180分层,上证180行业分层等权重指数,SSE,中证指数有限公司,,策略指数,2002-06-28,3299.0600,2011-05-24,其他,上证180指数由沪市A股中规模大、流动性好的180只股票组成，反映上海证券市场一批蓝筹公司的股票价格表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000094.SH,t,上证上游,上证上游产业指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2011-05-10,其他,上证产业链指数系列由上证上游产业指数、上证中游产业指数以及上证下游产业指数等三条指数构成，分别从上证全指指数样本中选取具有相关产业链特征的上市公司证券作为指数样本，以反映沪市上、中、下游产业链证券在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000095.SH,t,上证中游,上证中游产业指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2011-05-10,其他,上证产业链指数系列由上证上游产业指数、上证中游产业指数以及上证下游产业指数等三条指数构成，分别从上证全指指数样本中选取具有相关产业链特征的上市公司证券作为指数样本，以反映沪市上、中、下游产业链证券在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000096.SH,t,上证下游,上证下游产业指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2011-05-10,其他,上证产业链指数系列由上证上游产业指数、上证中游产业指数以及上证下游产业指数等三条指数构成，分别从上证全指指数样本中选取具有相关产业链特征的上市公司证券作为指数样本，以反映沪市上、中、下游产业链证券在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000097.SH,t,高端装备,上证高端装备制造60指数,SSE,中证指数有限公司,,主题指数,2004-12-31,1000.0000,2011-05-24,其他,上证高端装备制造60指数由在上海证券交易所上市的60只高端装备制造业股票组成样本股，采取等权重加权计算，旨在反映沪市高端装备制造业公司股票的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000098.SH,t,上证F200,上证基本面200指数,SSE,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2011-07-01,其他,上证基本面指数系列包括上证基本面200指数、300指数和500指数。该指数系列以沪市证券为样本空间，分别选取基本面价值最大的200家、中间的第201至第500家和最大的500家上市公司证券作为样本，基本面价值由四个财务指标来衡量：营业收入、现金流、净资产和分红；样本的权重配置由基本面价值决定，在一定程度上打破了样本市值与其权重之间的关联，避免了传统市值指数中过多配置高估证券的现象。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000099.SH,t,上证F300,上证基本面300指数,SSE,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2011-07-01,其他,上证基本面指数系列包括上证基本面200指数、300指数和500指数。该指数系列以沪市证券为样本空间，分别选取基本面价值最大的200家、中间的第201至第500家和最大的500家上市公司证券作为样本，基本面价值由四个财务指标来衡量：营业收入、现金流、净资产和分红；样本的权重配置由基本面价值决定，在一定程度上打破了样本市值与其权重之间的关联，避免了传统市值指数中过多配置高估证券的现象。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000100.SH,t,上证F500,上证基本面500指数,SSE,中证指数有限公司,,策略指数,2004-12-31,1000.0000,2011-07-01,其他,上证基本面指数系列包括上证基本面200指数、300指数和500指数。该指数系列以沪市证券为样本空间，分别选取基本面价值最大的200家、中间的第201至第500家和最大的500家上市公司证券作为样本，基本面价值由四个财务指标来衡量：营业收入、现金流、净资产和分红；样本的权重配置由基本面价值决定，在一定程度上打破了样本市值与其权重之间的关联，避免了传统市值指数中过多配置高估证券的现象。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000102.SH,t,沪投资品,上证投资品指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2011-06-13,其他,上证投资品、消费品指数在上证全指样本的投资品、消费品主题证券中选取规模大、流动性好的50只证券作为样本，以反映沪市投资品、消费品主题证券的整体走势。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000103.SH,t,沪消费品,上证消费品指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2011-06-13,其他,上证投资品、消费品指数在上证全指样本的投资品、消费品主题证券中选取规模大、流动性好的50只证券作为样本，以反映沪市投资品、消费品主题证券的整体走势。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000104.SH,t,380能源,上证380能源指数,SSE,中证指数有限公司,,一级行业指数,2003-12-31,1000.0000,2011-06-13,其他,上证380行业指数系列将上证380指数全部样本按照行业分类标准划分为能源、原材料、工业等一级行业，并选择各个行业对应的证券作为相应的行业指数样本，以反映上证380行业指数在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000105.SH,t,380材料,上证380原材料指数,SSE,中证指数有限公司,,一级行业指数,2003-12-31,1000.0000,2011-06-13,其他,上证380行业指数系列将上证380指数全部样本按照行业分类标准划分为能源、原材料、工业等一级行业，并选择各个行业对应的证券作为相应的行业指数样本，以反映上证380行业指数在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000106.SH,t,380工业,上证380工业指数,SSE,中证指数有限公司,,一级行业指数,2003-12-31,1000.0000,2011-06-13,其他,上证380行业指数系列将上证380指数全部样本按照行业分类标准划分为能源、原材料、工业等一级行业，并选择各个行业对应的证券作为相应的行业指数样本，以反映上证380行业指数在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000107.SH,t,380可选,上证380可选消费指数,SSE,中证指数有限公司,,一级行业指数,2003-12-31,1000.0000,2011-06-13,其他,上证380行业指数系列将上证380指数全部样本按照行业分类标准划分为能源、原材料、工业等一级行业，并选择各个行业对应的证券作为相应的行业指数样本，以反映上证380行业指数在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000108.SH,t,380消费,上证380主要消费指数,SSE,中证指数有限公司,,一级行业指数,2003-12-31,1000.0000,2011-06-13,其他,上证380行业指数系列将上证380指数全部样本按照行业分类标准划分为能源、原材料、工业等一级行业，并选择各个行业对应的证券作为相应的行业指数样本，以反映上证380行业指数在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000109.SH,t,380医药,上证380医药卫生指数,SSE,中证指数有限公司,,一级行业指数,2003-12-31,1000.0000,2011-06-13,其他,上证380行业指数系列将上证380指数全部样本按照行业分类标准划分为能源、原材料、工业等一级行业，并选择各个行业对应的证券作为相应的行业指数样本，以反映上证380行业指数在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000110.SH,t,380金融,上证380金融指数,SSE,中证指数有限公司,,一级行业指数,2003-12-31,1000.0000,2011-06-13,其他,上证380行业指数系列将上证380指数全部样本按照行业分类标准划分为能源、原材料、工业等一级行业，并选择各个行业对应的证券作为相应的行业指数样本，以反映上证380行业指数在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000111.SH,t,380信息,上证380信息技术指数,SSE,中证指数有限公司,,一级行业指数,2003-12-31,1000.0000,2011-06-13,其他,上证380行业指数系列将上证380指数全部样本按照行业分类标准划分为能源、原材料、工业等一级行业，并选择各个行业对应的证券作为相应的行业指数样本，以反映上证380行业指数在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000112.SH,t,380电信,上证380电信业务指数,SSE,中证指数有限公司,,一级行业指数,2003-12-31,1000.0000,2011-06-13,其他,上证380行业指数系列将上证380指数全部样本按照行业分类标准划分为能源、原材料、工业等一级行业，并选择各个行业对应的证券作为相应的行业指数样本，以反映上证380行业指数在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000113.SH,t,380公用,上证380公用事业指数,SSE,中证指数有限公司,,一级行业指数,2003-12-31,1000.0000,2011-06-13,其他,上证380行业指数系列将上证380指数全部样本按照行业分类标准划分为能源、原材料、工业等一级行业，并选择各个行业对应的证券作为相应的行业指数样本，以反映上证380行业指数在二级市场的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000114.SH,t,持续产业,上证可持续发展产业主题指数,SSE,中证指数有限公司,,主题指数,2011-06-30,1000.0000,2011-08-22,其他,上证可持续发展产业主题指数选取可持续发展相关产业中规模大、流动性好的40只上市公司证券作为样本，以反映可持续发展产业证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000115.SH,t,380等权,上证380等权重指数,SSE,中证指数有限公司,,策略指数,2003-12-31,1000.0000,2011-08-12,其他,上证380等权重指数与上证380指数拥有相同的成份股，采用等权重加权。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000117.SH,t,380成长,上证380成长指数,SSE,中证指数有限公司,,风格指数,2003-12-31,1000.0000,2011-10-18,其他,上证380成长指数以上证380指数为样本空间，从中选取成长因子评分最高的120只股票作为样本股。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000118.SH,t,380价值,上证380价值指数,SSE,中证指数有限公司,,风格指数,2003-12-31,1000.0000,2011-10-18,其他,上证380价值指数以上证380指数为样本空间，从中选取价值因子评分最高的120只股票作为样本股。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000119.SH,t,380R成长,上证380相对成长指数,SSE,中证指数有限公司,,风格指数,2003-12-31,1000.0000,2011-10-18,其他,上证380相对成长指数以上证380指数为样本空间，在加权方法中纳入风格因子。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000120.SH,t,380R价值,上证380相对价值指数,SSE,中证指数有限公司,,风格指数,2003-12-31,1000.0000,2011-10-18,其他,上证380相对价值指数以上证380指数为样本空间，在加权方法中纳入风格因子。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000121.SH,t,医药主题,上证医药主题指数,SSE,中证指数有限公司,,主题指数,2003-12-31,1000.0000,2011-10-18,其他,上证医药主题指数选取沪市中规模大、流动性好的50只医药主题上市公司证券作为指数样本，以反映沪市医药主题证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
000122.SH,t,上证农业,上证农业主题指数,SSE,中证指数有限公司,,主题指数,2011-06-30,1000.0000,2011-10-18,其他,上证农业主题指数从沪市中选取50只业务涉及农产品、农用机械、化肥与农药、畜禽药物等领域的上市公司证券作为指数样本，以反映沪市农业主题上市公司证券的整体表现。,,2026-05-02 00:00:18.859742+08,2026-05-04 20:00:42.933834+08
